suite,param_value,split,n_nodes,n_edges,mean_area,mean_shape_index,mean_neighbors
Adhesion,0.0,train,30,67,0.7601248621940613,3.941791296005249,4.4666666984558105
Adhesion,0.0,train,30,67,0.7821528315544128,3.951460599899292,4.4666666984558105
Adhesion,0.0,train,32,73,0.7486670017242432,3.980781078338623,4.5625
Adhesion,0.0,train,32,73,0.7641354203224182,3.9754700660705566,4.5625
Adhesion,0.0,train,32,73,0.7835290431976318,3.983081817626953,4.5625
Adhesion,0.0,train,32,73,0.8030173778533936,3.9941818714141846,4.5625
Adhesion,0.0,train,36,84,0.7495514750480652,4.015905380249023,4.666666507720947
Adhesion,0.0,train,36,84,0.7722808122634888,3.994929313659668,4.666666507720947
Adhesion,0.0,train,36,84,0.7943758368492126,3.989929676055908,4.666666507720947
Adhesion,0.0,train,36,84,0.8153631687164307,3.990748405456543,4.666666507720947
Adhesion,0.0,train,36,84,0.8351060748100281,3.9931318759918213,4.666666507720947
Adhesion,0.0,train,36,84,0.8534393906593323,3.9955945014953613,4.666666507720947
Adhesion,0.0,train,36,84,0.8708729147911072,3.996800422668457,4.666666507720947
Adhesion,0.0,train,39,93,0.8326002359390259,3.9979259967803955,4.769230842590332
Adhesion,0.0,train,39,93,0.8507545590400696,3.984837532043457,4.769230842590332
Adhesion,0.0,train,39,93,0.8678029179573059,3.9785728454589844,4.769230842590332
Adhesion,0.0,train,39,93,0.8782485723495483,3.972388744354248,4.769230842590332
Adhesion,0.0,train,39,93,0.8880177140235901,3.9678478240966797,4.769230842590332
Adhesion,0.0,train,43,103,0.8140309453010559,3.9489405155181885,4.7906975746154785
Adhesion,0.0,train,53,130,0.6754091382026672,3.9540209770202637,4.905660152435303
Adhesion,0.0,train,53,130,0.6834105253219604,3.9406611919403076,4.905660152435303
Adhesion,0.0,train,53,130,0.6929646730422974,3.937429189682007,4.905660152435303
Adhesion,0.0,train,53,130,0.7024275660514832,3.937614679336548,4.905660152435303
Adhesion,0.0,train,56,138,0.6731118559837341,3.9597761631011963,4.9285712242126465
Adhesion,0.0,train,56,138,0.6815540194511414,3.943592071533203,4.9285712242126465
Adhesion,0.0,train,56,138,0.6911488771438599,3.940812826156616,4.9285712242126465
Adhesion,0.0,train,56,138,0.7140992879867554,3.950852632522583,4.9285712242126465
Adhesion,0.0,train,62,151,0.6556464433670044,3.9771835803985596,4.870967864990234
Adhesion,0.0,train,62,151,0.6695889830589294,3.9607322216033936,4.870967864990234
Adhesion,0.0,train,62,151,0.6851786971092224,3.956874132156372,4.870967864990234
Adhesion,0.0,train,62,151,0.7005703449249268,3.958134651184082,4.870967864990234
Adhesion,0.0,train,62,151,0.7164371609687805,3.962681770324707,4.870967864990234
Adhesion,0.0,train,62,151,0.7327052354812622,3.9666736125946045,4.870967864990234
Adhesion,0.0,train,62,151,0.7648189663887024,3.972299575805664,4.870967864990234
Adhesion,0.0,train,65,159,0.7434649467468262,3.963860034942627,4.892307758331299
Adhesion,0.0,train,65,159,0.758630633354187,3.9534122943878174,4.892307758331299
Adhesion,0.0,train,65,159,0.773472785949707,3.9519309997558594,4.892307758331299
Adhesion,0.0,train,65,159,0.7850616574287415,3.95175838470459,4.892307758331299
Adhesion,0.0,train,65,159,0.7956328392028809,3.952799081802368,4.892307758331299
Adhesion,0.0,train,80,198,0.6625425219535828,3.9484829902648926,4.949999809265137
Adhesion,0.0,train,84,207,0.638155460357666,3.953136920928955,4.9285712242126465
Adhesion,0.0,train,84,207,0.6447823643684387,3.9469263553619385,4.9285712242126465
Adhesion,0.0,train,84,207,0.6513687968254089,3.941232681274414,4.9285712242126465
Adhesion,0.0,train,84,207,0.6577081680297852,3.940579414367676,4.9285712242126465
Adhesion,0.0,train,89,220,0.6260393261909485,3.9694199562072754,4.943819999694824
Adhesion,0.0,train,89,220,0.631226122379303,3.9623405933380127,4.943819999694824
Adhesion,0.0,train,89,220,0.6416839361190796,3.9569296836853027,4.943819999694824
Adhesion,0.0,train,89,220,0.6474146246910095,3.9506750106811523,4.943819999694824
Adhesion,0.0,train,99,244,0.5865243673324585,3.9793903827667236,4.929293155670166
Adhesion,0.0,train,99,244,0.5932940244674683,3.9632556438446045,4.929293155670166
Adhesion,0.0,train,99,244,0.5996299386024475,3.9601974487304688,4.929293155670166
Adhesion,0.0,train,99,244,0.6035852432250977,3.9623348712921143,4.929293155670166
Adhesion,0.0,train,99,244,0.6060606241226196,3.962442398071289,4.929293155670166
Adhesion,0.02,train,6,9,0.8660253882408142,3.722419500350952,3.0
Adhesion,0.02,train,6,9,0.9215967655181885,3.751441717147827,3.0
Adhesion,0.02,train,7,11,0.7943757772445679,3.8795292377471924,3.142857074737549
Adhesion,0.02,train,8,13,0.7083324193954468,3.9048047065734863,3.25
Adhesion,0.02,train,9,15,0.6523687839508057,3.9236865043640137,3.3333332538604736
Adhesion,0.02,train,9,15,0.6896014213562012,3.911104440689087,3.3333332538604736
Adhesion,0.02,train,9,15,0.7280302047729492,3.90852952003479,3.3333332538604736
Adhesion,0.02,train,9,15,0.7640559673309326,3.9089317321777344,3.3333332538604736
Adhesion,0.02,train,10,18,0.7548969984054565,3.9283862113952637,3.5999999046325684
